0.000000000000000000e+00,-1.135180000000000078e+00,8.947770000000000223e+00,3.385901000000000050e+00,3.763444999999999985e-02,-8.797238999999999753e-02,-2.310803999999999983e-02
2.500000000000000139e-02,-1.427813999999999917e+00,9.061092999999999620e+00,3.538193000000000144e+00,2.965461000000000139e-02,-7.829585999999999490e-02,-2.819810999999999845e-02
5.000000000000000278e-02,-1.709410000000000096e+00,8.881474000000000757e+00,3.520294999999999952e+00,9.400089000000000361e-03,-1.054605999999999946e-02,-3.197508000000000294e-02
7.499999999999999722e-02,-8.206183000000000227e-01,9.137382999999999811e+00,3.377231000000000094e+00,-6.666667000000000252e-03,5.107583999999999735e-02,-4.444443999999999652e-03
1.000000000000000056e-01,-7.607091999999999743e-01,9.141180999999999557e+00,3.463070999999999788e+00,1.548804999999999887e-04,-5.011936000000000255e-04,-1.321500999999999926e-02
1.250000000000000000e-01,-1.509320999999999913e+00,8.965790000000000148e+00,3.491654000000000035e+00,1.725385000000000070e-03,-4.418248000000000314e-02,-3.364951000000000053e-02
1.499999999999999944e-01,-1.578236999999999890e+00,8.999974999999999170e+00,3.454534000000000216e+00,-9.398616000000000262e-03,1.426113000000000033e-02,-1.174304999999999967e-02
1.749999999999999889e-01,-1.161391000000000062e+00,9.131854999999999833e+00,3.450927000000000078e+00,-1.003235000000000064e-02,4.222221999999999781e-02,-5.098169999999999959e-03
2.000000000000000111e-01,-1.067901999999999907e+00,9.104518000000000555e+00,3.414839000000000180e+00,-1.245215000000000037e-02,3.226074000000000302e-02,-6.321778999999999593e-03
2.250000000000000056e-01,-1.165232999999999963e+00,9.078093000000000856e+00,3.467140000000000111e+00,-1.735294999999999893e-02,3.382365000000000024e-03,-1.920751000000000056e-02
2.500000000000000000e-01,-1.339661999999999908e+00,9.149594000000000449e+00,3.529729000000000116e+00,-1.818231000000000014e-02,1.213585000000000098e-03,-1.939321000000000100e-02
2.750000000000000222e-01,-1.141243000000000007e+00,9.099275000000000446e+00,3.490104000000000095e+00,-1.632362000000000049e-02,2.906040999999999833e-02,-5.040980999999999934e-03
2.999999999999999889e-01,-1.073126999999999942e+00,9.141564000000000689e+00,3.473745000000000083e+00,-7.952789000000000039e-03,2.459029000000000076e-02,-2.222221999999999826e-03
3.250000000000000111e-01,-1.143237999999999976e+00,9.131619000000000597e+00,3.448380999999999919e+00,-8.941021999999999859e-03,8.862821999999999367e-03,2.606659999999999874e-05
3.499999999999999778e-01,-1.130007999999999901e+00,9.149997000000000824e+00,3.489987000000000172e+00,-8.508032000000000442e-03,7.968206000000000247e-03,-1.872825000000000054e-03
3.750000000000000000e-01,-1.227722999999999898e+00,9.058861999999999526e+00,3.487722999999999907e+00,-8.541333999999999385e-03,7.430222999999999689e-03,-7.239334000000000047e-03
4.000000000000000222e-01,-1.092818000000000067e+00,9.115745999999999682e+00,3.435745999999999967e+00,-1.741552999999999851e-02,1.838174000000000058e-02,-1.690705000000000029e-03
4.249999999999999889e-01,-1.145002000000000075e+00,9.086664999999999992e+00,3.499995000000000189e+00,-7.788876999999999606e-03,3.411024999999999821e-03,-3.311136000000000114e-03
4.500000000000000111e-01,-1.180733999999999950e+00,9.130366999999999678e+00,3.490918000000000188e+00,-7.274131999999999994e-03,1.614757000000000085e-03,-3.738309999999999897e-03
4.749999999999999778e-01,-1.250000000000000000e+00,9.021426999999999197e+00,3.486432999999999893e+00,-3.333332999999999956e-03,4.460480000000000174e-03,-1.924399999999999939e-03
5.000000000000000000e-01,-1.216110999999999942e+00,9.134629999999999583e+00,3.494629999999999903e+00,-7.578457999999999722e-03,1.308418000000000081e-02,5.406066000000000170e-03
5.250000000000000222e-01,-1.075341000000000102e+00,9.073976999999999293e+00,3.467671000000000170e+00,-3.313587000000000216e-03,1.112295999999999944e-02,3.333332999999999956e-03
5.500000000000000444e-01,-1.118802000000000074e+00,9.129799999999999471e+00,3.518801999999999985e+00,3.504666000000000031e-03,-8.291774999999999493e-03,-3.847330999999999841e-03
5.749999999999999556e-01,-1.202410999999999897e+00,9.103616000000000597e+00,3.501808000000000032e+00,-5.879165000000000215e-04,-5.293957999999999650e-03,-5.231946000000000339e-04
5.999999999999999778e-01,-1.276591999999999949e+00,9.098072000000000159e+00,3.544887999999999817e+00,2.146635000000000036e-03,-1.337873999999999964e-03,-1.186699000000000044e-03
6.250000000000000000e-01,-1.176077999999999957e+00,9.129804999999999282e+00,3.443922000000000150e+00,-6.541319000000000300e-03,1.878861000000000073e-02,5.580624999999999648e-03
6.500000000000000222e-01,-1.112635000000000041e+00,9.141581000000000401e+00,3.535784000000000038e+00,-2.570927000000000195e-03,5.936758999999999786e-03,9.205096000000000068e-04
6.750000000000000444e-01,-1.139999999999999902e+00,9.063432999999999851e+00,3.507711000000000023e+00,-1.111110999999999913e-03,1.111111000000000043e-02,-1.412735999999999940e-03
6.999999999999999556e-01,-1.098206999999999933e+00,9.088207000000000590e+00,3.504621999999999904e+00,-7.543556999999999780e-05,1.421814000000000064e-02,-1.186547000000000036e-03
7.249999999999999778e-01,-1.116165999999999991e+00,9.106165999999999983e+00,3.424110999999999905e+00,-2.135574999999999800e-03,4.271149000000000126e-03,-2.395518000000000126e-03
7.500000000000000000e-01,-1.118338999999999972e+00,9.149335999999999913e+00,3.499336000000000002e+00,-2.222221999999999826e-03,7.777777999999999949e-03,-8.202882999999999356e-03
7.750000000000000222e-01,-1.107774999999999954e+00,9.158331000000000444e+00,3.451668999999999876e+00,-2.046702999999999977e-03,-1.070207999999999923e-02,-1.146215000000000081e-02
8.000000000000000444e-01,-1.258723000000000036e+00,9.070850999999999331e+00,3.530425999999999842e+00,0.000000000000000000e+00,-6.844867000000000139e-03,-1.485587000000000019e-02
8.249999999999999556e-01,-1.193618000000000068e+00,9.243190999999999491e+00,3.413826999999999945e+00,3.361595000000000208e-03,-8.686450000000000074e-03,-3.997174000000000040e-03
8.499999999999999778e-01,-1.071293000000000051e+00,8.958707000000000420e+00,3.541293000000000024e+00,3.630619000000000207e-02,-2.788869000000000070e-02,2.218316999999999923e-04
8.750000000000000000e-01,-1.198236000000000079e+00,9.178255000000000052e+00,3.465291000000000121e+00,3.555608999999999853e-02,-7.222230999999999790e-02,-6.667115999999999841e-03
9.000000000000000222e-01,-1.294067000000000078e+00,8.973235999999999990e+00,3.461618000000000084e+00,3.145883000000000013e-02,-6.607712999999999781e-02,-7.543465000000000066e-03
9.250000000000000444e-01,-1.405917000000000083e+00,9.064083000000000112e+00,3.542387999999999870e+00,2.016371999999999956e-02,-2.097867999999999955e-02,-3.855781999999999873e-03
9.499999999999999556e-01,-1.214909999999999934e+00,9.084910000000000707e+00,3.439999999999999947e+00,1.711265000000000008e-02,1.133409999999999973e-02,9.115715999999999403e-03
9.749999999999999778e-01,-1.129137000000000057e+00,8.905827000000000382e+00,3.403957000000000122e+00,1.407647000000000065e-02,8.152950000000000821e-03,9.877343000000000234e-03
1.000000000000000000e+00,-1.248407000000000044e+00,9.089556999999999221e+00,3.390000000000000124e+00,-5.073071999999999868e-04,9.396196000000000756e-03,8.888889000000000512e-03
1.024999999999999911e+00,-1.026092999999999922e+00,8.998046000000000433e+00,3.550231999999999832e+00,6.643063999999999740e-03,1.333332999999999914e-02,5.876387999999999751e-03
1.050000000000000044e+00,-1.055995999999999935e+00,8.997420999999999225e+00,3.405429999999999957e+00,-4.292281999999999695e-03,7.929939999999999906e-03,4.505308999999999876e-03
1.074999999999999956e+00,-1.267724000000000073e+00,9.064068999999999932e+00,3.508621000000000212e+00,-5.730156000000000138e-03,1.370632999999999921e-02,-3.158732999999999940e-03
1.100000000000000089e+00,-1.140519000000000061e+00,9.091037999999999286e+00,3.492595999999999812e+00,-1.222222000000000065e-02,3.974232999999999932e-02,2.222221999999999826e-03
